#;;x;;;;;;;;;;;;x
#;;CHARACTER MODIFIERS;;;;;;;;;;;;x
boost_opinion_bourgeois;Burghers Approve;Adulation des citoyens;;;;;;;;;;;;x
boost_opinion_bourgeois_desc;The good deeds and acts of generosity towards the people of the city did not go unnoticed.;Les bonnes actions et actes généreux envers les habitants de la cité ne sont pas passés inaperçus.;;;;;;;;;;;;x
boost_opinion_feodaux;Nobility Approves;Adoration de la cour;;;;;;;;;;;;x
boost_opinion_feodaux_desc;You have proved your valor and magnanimity in the eyes of your peers amongst the nobility.;Par vos actes vous avez prouvé votre valeur aux yeux de vos pairs parmi la noblesse.;;;;;;;;;;;;x
boost_opinion_ecclesia;Clergy Approves;L’Église approuve;;;;;;;;;;;;x
boost_opinion_ecclesia_desc;Your recent services have earned you the approval of the clergy.;Vos actes récents en faveur de l'Eglise payent enfin.;;;;;;;;;;;;x
en_odeur_de_saintete;Favored by [Root.GetHighGodNameCap];En odeur de sainteté;;;;;;;;;;;;x
en_odeur_de_saintete_desc;[Root.GetHighGodNameCap] seems to regard you highly and his opinion is imitated by his servants.;Dieu semble vous regarder avec bienveillance, imité en cela par ses serviteurs.;;;;;;;;;;;;x
stolen_relic;Stolen relic;Relique dérobée;;;;;;;;;;;;x
stolen_relic_desc;Has promised to build a Cathedral with a relic and has still not done it;A promis de costruire une Cathédrale avec une relique et ne l'a toujours pas fait;;;;;;;;;;;;x
visite_des_usuriers;Usurers will visit you soon;Vos créanciers vont bientôt vous rendre visite;;;;;;;;;;;;x
coup_bas_construction;;Coup bas sur ma construction;;;;;;;;;;;;x
relique_trouvee_ensemble;;Relique trouvée ensemble;;;;;;;;;;;;x
relique_non_trouvee;;Relique non trouvée;;;;;;;;;;;;x
finance_sculpture;;Finance ma sculpture;;;;;;;;;;;;x
attendre_un_an;;Me fait attendre un an;;;;;;;;;;;;x
refus_financement;;A refusé de financer mes œuvres;;;;;;;;;;;;x
belle_sculpture;;A réalisé pour moi une belle sculpture;;;;;;;;;;;;x
sculpture_banale;;A réalisé pour moi une sculpture banale;;;;;;;;;;;;x
sculpture_ratee;;A réalisé pour moi une sculpture laide;;;;;;;;;;;;x
coup_bas_sculpteur;;Coup bas sur mon sculpteur;;;;;;;;;;;;x
m_a_offert_sculpture;;M'a offert une sculpture;;;;;;;;;;;;x
finance_fresque;;Finance ma fresque;;;;;;;;;;;;x
belle_fresque;;A réalisé pour moi une belle fresque;;;;;;;;;;;;x
fresque_banale;;A réalisé pour moi une fresque banale;;;;;;;;;;;;x
fresque_ratee;;A réalisé pour moi une fresque laide;;;;;;;;;;;;x
coup_bas_fresquiste;;Coup bas sur mon fresquiste;;;;;;;;;;;;x
m_a_offert_fresque;;M'a offert une fresque;;;;;;;;;;;;x
finance_vitrail;;Finance mon vitrail;;;;;;;;;;;;x
beau_vitrail;;A réalisé pour moi un beau vitrail;;;;;;;;;;;;x
vitrail_banal;;A réalisé pour moi un vitrail banal;;;;;;;;;;;;x
vitrail_rate;;A réalisé pour moi un vitrail laid;;;;;;;;;;;;x
coup_bas_verrier;;Coup bas sur mon verrier;;;;;;;;;;;;x
m_a_offert_vitrail;;M'a offert un vitrail;;;;;;;;;;;;x
#;;x;;;;;;;;;;;;x
emprunt_A;Loan Taken;Emprunt contracté;;;;;;;;;;;;x
emprunt_A_desc;This character is engaged for a §Y150§! ducats loan. \nInterests rate is §Y3%§!. \nAnnual refund is, at due date, §Y18§!ducats.;Ce personnage est engagé sur un emprunt de la somme de §Y150§! ducats. \nLe taux d'intérêt est fixé à §Y3%§!. \nLe coût annuel de remboursement, à échéance, est de §Y18§! ducats.;;;;;;;;;;;;x
emprunt_B;Loan Taken;Emprunt contracté;;;;;;;;;;;;x
emprunt_B_desc;This character is engaged for a §Y250§! ducats loan. \nInterests rate is §Y3%§!. \nAnnual refund is, at due date, §Y30§!ducats.;Ce personnage est engagé sur un emprunt de la somme de §Y250§! ducats. \nLe taux d'intérêt est fixé à §Y3%§!. \nLe coût annuel de remboursement, à échéance, est de §Y30§! ducats.;;;;;;;;;;;;x
emprunt_C;Loan Taken;Emprunt contracté;;;;;;;;;;;;x
emprunt_C_desc;This character is engaged for a §Y350§! ducats loan. \nInterests rate is §Y3%§!. \nAnnual refund is, at due date, §Y42§!ducats.;Ce personnage est engagé sur un emprunt de la somme de §Y350§! ducats. \nLe taux d'intérêt est fixé à §Y3%§!. \nLe coût annuel de remboursement, à échéance, est de §Y42§! ducats.;;;;;;;;;;;;x
emprunt_D;Loan Taken;Emprunt contracté;;;;;;;;;;;;x
emprunt_D_desc;This character is engaged for a §Y450§! ducats loan. \nInterests rate is §Y3%§!. \nAnnual refund is, at due date, §Y54§!ducats.;Ce personnage est engagé sur un emprunt de la somme de §Y450§! ducats. \nLe taux d'intérêt est fixé à §Y3%§!. \nLe coût annuel de remboursement, à échéance, est de §Y54§! ducats.;;;;;;;;;;;;x
emprunt_E;Loan Taken;Emprunt contracté;;;;;;;;;;;;x
emprunt_E_desc;This character is engaged for a §Y150§! ducats loan. \nInterests rate is §Y4%§!. \nAnnual refund is, at due date, §Y19§!ducats.;Ce personnage est engagé sur un emprunt de la somme de §Y150§! ducats. \nLe taux d'intérêt est fixé à §Y4%§!. \nLe coût annuel de remboursement, à échéance, est de §Y19§! ducats.;;;;;;;;;;;;x
emprunt_F;Loan Taken;Emprunt contracté;;;;;;;;;;;;x
emprunt_F_desc;This character is engaged for a §Y250§! ducats loan. \nInterests rate is §Y4%§!. \nAnnual refund is, at due date, §Y32§!ducats.;Ce personnage est engagé sur un emprunt de la somme de §Y250§! ducats. \nLe taux d'intérêt est fixé à §Y4%§!. \nLe coût annuel de remboursement, à échéance, est de §Y32§! ducats.;;;;;;;;;;;;x
emprunt_G;Loan Taken;Emprunt contracté;;;;;;;;;;;;x
emprunt_G_desc;This character is engaged for a §Y350§! ducats loan. \nInterests rate is §Y4%§!. \nAnnual refund is, at due date, §Y45§!ducats.;Ce personnage est engagé sur un emprunt de la somme de §Y350§! ducats. \nLe taux d'intérêt est fixé à §Y4%§!. \nLe coût annuel de remboursement, à échéance, est de §Y45§! ducats.;;;;;;;;;;;;x
emprunt_H;Loan Taken;Emprunt contracté;;;;;;;;;;;;x
emprunt_H_desc;This character is engaged for a §Y450§! ducats loan. \nInterests rate is §Y4%§!. \nAnnual refund is, at due date, §Y52§!ducats.;Ce personnage est engagé sur un emprunt de la somme de §Y450§! ducats. \nLe taux d'intérêt est fixé à §Y4%§!. \nLe coût annuel de remboursement, à échéance, est de §Y52§! ducats.;;;;;;;;;;;;x
emprunt_I;Loan Taken;Emprunt contracté;;;;;;;;;;;;x
emprunt_I_desc;This character is engaged for a §Y150§! ducats loan. \nInterests rate is §Y5%§!. \nAnnual refund is, at due date, §Y20§!ducats.;Ce personnage est engagé sur un emprunt de la somme de §Y150§! ducats. \nLe taux d'intérêt est fixé à §Y5%§!. \nLe coût annuel de remboursement, à échéance, est de §Y20§! ducats.;;;;;;;;;;;;x
emprunt_J;Loan Taken;Emprunt contracté;;;;;;;;;;;;x
emprunt_J_desc;This character is engaged for a §Y250§! ducats loan. \nInterests rate is §Y5%§!. \nAnnual refund is, at due date, §Y34§!ducats.;Ce personnage est engagé sur un emprunt de la somme de §Y250§! ducats. \nLe taux d'intérêt est fixé à §Y5%§!. \nLe coût annuel de remboursement, à échéance, est de §Y34§! ducats.;;;;;;;;;;;;x
emprunt_K;Loan Taken;Emprunt contracté;;;;;;;;;;;;x
emprunt_K_desc;This character is engaged for a §Y350§! ducats loan. \nInterests rate is §Y5%§!. \nAnnual refund is, at due date, §Y47§!ducats.;Ce personnage est engagé sur un emprunt de la somme de §Y350§! ducats. \nLe taux d'intérêt est fixé à §Y5%§!. \nLe coût annuel de remboursement, à échéance, est de §Y47§! ducats.;;;;;;;;;;;;x
emprunt_L;Loan Taken;Emprunt contracté;;;;;;;;;;;;x
emprunt_L_desc;This character is engaged for a §Y450§! ducats loan. \nInterests rate is §Y5%§!. \nAnnual refund is, at due date, §Y60§!ducats.;Ce personnage est engagé sur un emprunt de la somme de §Y450§! ducats. \nLe taux d'intérêt est fixé à §Y5%§!. \nLe coût annuel de remboursement, à échéance, est de §Y60§! ducats.;;;;;;;;;;;;x
#;;FEODAL_adm effects given by modifiers;;;;;;;;;;;;x
chapelle;Effect of the Lordly chapel;Effet de la Chapelle seigneuriale;;;;;;;;;;;;x
chapelle_desc;Give the effects indicated by the lordly chapel building but it can not give.;Donne les effets indiqués par le bâtiment Chapelle seigneuriale mais qu'il ne peut pas donner.;;;;;;;;;;;;x
chapelle2;Effect of the Lordly chapel and dynastic reliquary;Effet de Chapelle seigneuriale et Reliquaire dynastique;;;;;;;;;;;;x
chapelle2_desc;Give the effects indicated by the lordly chapel and dynastic reliquary building but it can not give.;Donne les effets indiqués par le bâtiment Chapelle seigneuriale et Reliquaire dynastique mais qu'il ne peut pas donner.;;;;;;;;;;;;x
chambre;Effect of the Chamber of Accounts;Effet de la Chambre des Comptes;;;;;;;;;;;;x
chambre_desc;Give the effects indicated by the Chamber of Accounts building but it can not give.;Donne les effets indiqués par le bâtiment Chambre des Comptes mais qu'il ne peut pas donner.;;;;;;;;;;;;x
archives;Effect of the Hall of Records;Effet de la Salle des Archives;;;;;;;;;;;;x
archives_desc;Give the effects indicated by the Hall of Records building but it can not give.;Donne les effets indiqués par le bâtiment Salle des Archives mais qu'il ne peut pas donner.;;;;;;;;;;;;x
cour_justice;Effect of the Court;Effet de la Cour de Justice;;;;;;;;;;;;x
cour_justice_desc;Give the effects indicated by the Court building but it can not give.;Donne les effets indiqués par le bâtiment Cour de Justice mais qu'il ne peut pas donner.;;;;;;;;;;;;x
chancellerie;Effect of the Chancellery;Effet de la Chancellerie;;;;;;;;;;;;x
chancellerie_desc;Give the effects indicated by the Chancellery building but it can not give.;Donne les effets indiqués par le bâtiment Chancellerie mais qu'il ne peut pas donner.;;;;;;;;;;;;x
librairie_1;Effect of the Personnal study;Effet de l'Etude personnelle;;;;;;;;;;;;x
librairie_1_desc;Give the effects indicated by the Personnal study building but it can not give.;Donne les effets indiqués par le bâtiment Etude personnelle mais qu'il ne peut pas donner.;;;;;;;;;;;;x
librairie_2;Effect of the Library and personal study;Effet de la Bibliothèque et étude personnelle;;;;;;;;;;;;x
librairie_2_desc;Give the effects indicated by the Library building but it can not give.;Donne les effets indiqués par le bâtiment Bibliothèque mais qu'il ne peut pas donner.;;;;;;;;;;;;x
#;;EGG_HUNT modifiers;;;;;;;;;;;;x
herisson_jardin;A hedgehog in the garden;Un hérisson dans le jardin;;;;;;;;;;;;x
herisson_jardin_desc;This character has welcome to his garden a sympathic pet : a cute hedgehog!;Ce personnage a adopté un familier des plus singuliers : un charmant hérisson ! \nCe dernier arpente les allées du jardin chassant insectes et nuisibles. ;;;;;;;;;;;;x
herisson_totem_1;Obstibacy incarnation;Incarnation de l'opiniâtreté;;;;;;;;;;;;x
herisson_totem_1_desc;This spiky ball is a symbol of defence and resistance, \nan inspiration for men.;Cette boule d'épines est un symbole de défense et de résistance à l'ennemi, \ntel se doivent être les murailles et les hommes. ;;;;;;;;;;;;x
herisson_totem_2;So cute hedgehog;Hérisson trop mignon !;;;;;;;;;;;;x
herisson_totem_2_desc;Everybody loves hedgehogs! (well, to be fair not everyone). \nBut at court, the little pet gets a general approval.;Tout le monde aime les hérissons !(pas tout le monde mais bon...) \nEn tout cas à la cour ce petit compagnon fait l'unanimité. ;;;;;;;;;;;;x
herisson_maudit_1;Unfruitful hedgehog;Hérisson d'infertilité;;;;;;;;;;;;x
herisson_maudit_1_desc;Since that cursed hatching that gave birth to that devilish hedgehog, the sexual activities of this character became dull and infructuous.;Depuis l'éclosion de cet oeuf maudit et le satané hérisson qui en est sorti, il semblerait que ce personnage ait perdu toute vigueur lors de ses ébats. ;;;;;;;;;;;;x
herisson_maudit_2;Impious hedgehog;Hérisson d'impiété;;;;;;;;;;;;x
herisson_maudit_2_desc;Since that cursed hatching that gave birth to that devilish hedgehog, this character feels less fervent and the Church sees him quite differently....;Depuis l'éclosion de cet oeuf maudit et le satané hérisson qui en est sorti, il semblerait que ce personnage ait perdu la bienveillance de l'Eglise...;;;;;;;;;;;;x
herisson_maudit_3;Maleficient hedgehog;Hérisson malfaisant;;;;;;;;;;;;x
herisson_maudit_3_desc;Since that cursed hatching that gave birth to that devilish hedgehog, the vassals and pairs of this character consider him with less respect and mistrust. ;Depuis l'éclosion de cet oeuf maudit et le satané hérisson qui en est sorti, il semblerait que ce personnage ait perdu le respect de ses vassaux et pairs qui désormais se montrent défiants.;;;;;;;;;;;;x
